SNo,Di00,Di01,Di02,Di03,Di04,Di05,Do00,Do01,Do02
2039,1,1,1,0,0,1,0,1,1
2040,1,1,1,1,1,1,0,0,0
2041,1,0,1,0,1,0,1,1,1
2042,1,1,0,0,0,1,0,0,1
2043,1,0,0,1,0,1,1,1,1
2044,1,1,1,0,0,1,0,1,1
2045,1,1,0,0,0,1,0,0,1
2046,0,1,1,0,0,1,1,1,1
2047,1,0,1,1,1,0,1,0,1
2048,0,1,0,1,0,0,1,1,0
2049,1,0,1,1,1,0,1,0,1
2050,1,0,0,0,0,1,1,0,1
2051,0,0,0,1,0,1,0,1,1
2052,0,1,1,1,1,0,1,0,1
2053,1,1,1,0,0,1,0,1,1
2054,0,1,1,1,1,1,1,0,0
2055,1,0,1,0,0,1,1,1,1
2056,0,1,1,0,1,0,1,1,1
2057,1,0,0,1,1,1,1,1,0
2058,1,1,0,1,0,1,0,1,1
2059,0,0,1,1,1,0,0,0,1
2060,0,0,1,1,0,1,0,0,1
2061,1,0,0,0,0,1,1,0,1
2062,0,1,0,1,0,1,1,1,1
2063,0,1,0,1,0,1,1,1,1
2064,0,1,0,0,1,1,1,0,0
2065,1,1,1,0,1,0,0,1,1
2066,0,0,0,1,0,0,0,1,0
2067,1,0,1,1,1,0,1,0,1
2068,0,1,1,0,1,0,1,1,1
2069,1,1,0,0,0,0,0,0,0
2070,0,0,0,0,0,0,0,0,0
2071,0,0,0,1,0,0,0,1,0
2072,1,0,1,0,1,1,1,1,0
2073,0,1,0,0,1,0,1,0,1
2074,0,1,0,1,0,1,1,1,1
2075,0,0,0,1,0,1,0,1,1
2076,0,0,0,0,1,0,0,0,1
2077,0,1,0,1,0,0,1,1,0
2078,0,1,1,1,0,0,1,0,0
2079,0,0,1,1,0,0,0,0,0
2080,0,0,1,0,1,1,0,1,0
2081,1,1,1,0,1,1,0,1,0
2082,0,1,0,1,1,0,1,1,1
2083,1,0,0,1,0,0,1,1,0
2084,0,0,0,1,1,1,0,1,0
2085,1,0,1,1,0,0,1,0,0
2086,1,0,1,1,1,0,1,0,1
2087,0,0,0,0,0,0,0,0,0
2088,1,0,1,0,0,0,1,1,0
2089,1,0,1,0,0,0,1,1,0
2090,1,0,0,0,0,1,1,0,1
2091,1,1,1,0,0,1,0,1,1
2092,1,0,0,0,1,1,1,0,0
2093,0,0,0,0,1,0,0,0,1
2094,0,1,0,1,1,1,1,1,0
2095,0,0,0,0,1,1,0,0,0
2096,0,0,0,1,0,0,0,1,0
2097,1,1,0,1,1,1,0,1,0
2098,1,1,0,1,0,0,0,1,0
2099,0,1,0,1,1,1,1,1,0
2100,0,0,1,1,1,1,0,0,0
2101,1,1,0,1,1,1,0,1,0
2102,1,1,1,1,0,0,0,0,0
2103,0,1,1,0,1,0,1,1,1
2104,0,1,0,1,0,0,1,1,0
2105,1,1,1,1,0,0,0,0,0
2106,1,1,0,1,0,0,0,1,0
2107,0,0,0,1,0,1,0,1,1
2108,0,0,0,0,0,0,0,0,0
2109,1,1,0,0,0,1,0,0,1
2110,0,1,1,1,1,1,1,0,0
2111,0,0,0,1,0,0,0,1,0
2112,1,1,0,1,1,1,0,1,0
2113,0,1,0,1,1,0,1,1,1
2114,0,1,0,0,1,0,1,0,1
2115,1,0,1,0,0,0,1,1,0
2116,1,1,0,0,1,1,0,0,0
2117,0,1,1,1,0,1,1,0,1
2118,1,0,0,1,0,1,1,1,1
2119,1,1,0,0,1,0,0,0,1
2120,1,1,0,1,1,1,0,1,0
2121,1,1,1,1,0,0,0,0,0
2122,0,1,1,1,0,0,1,0,0
2123,0,1,0,1,1,1,1,1,0
2124,0,0,1,1,1,0,0,0,1
2125,0,0,0,1,1,0,0,1,1
2126,0,1,1,0,1,1,1,1,0
2127,0,1,1,1,0,1,1,0,1
2128,1,1,1,1,0,1,0,0,1
2129,0,1,0,1,0,1,1,1,1
2130,1,1,1,0,1,0,0,1,1
2131,0,1,0,1,0,1,1,1,1
2132,0,1,1,1,1,1,1,0,0
2133,1,1,1,0,1,1,0,1,0
2134,1,0,1,0,1,1,1,1,0
2135,1,1,0,1,1,1,0,1,0
2136,1,1,0,1,0,1,0,1,1
2137,0,0,1,1,1,0,0,0,1
2138,1,1,1,1,1,1,0,0,0
2139,1,0,0,0,0,0,1,0,0
2140,0,0,1,0,1,0,0,1,1
2141,0,0,0,0,1,1,0,0,0
2142,0,0,0,0,1,1,0,0,0
2143,1,1,1,0,0,0,0,1,0
2144,1,0,1,1,0,0,1,0,0
2145,1,1,0,0,1,0,0,0,1
2146,1,0,0,1,1,0,1,1,1
2147,0,1,1,0,0,1,1,1,1
2148,0,1,0,0,0,1,1,0,1
2149,0,1,1,1,0,1,1,0,1
2150,0,1,0,0,0,1,1,0,1
2151,1,0,1,0,0,1,1,1,1
2152,0,0,0,1,0,0,0,1,0
2153,0,1,0,1,0,1,1,1,1
2154,1,0,1,1,0,1,1,0,1
2155,0,0,1,1,0,1,0,0,1
2156,1,1,0,0,0,1,0,0,1
2157,0,1,0,1,0,0,1,1,0
2158,0,0,1,1,0,0,0,0,0
2159,0,1,0,1,1,0,1,1,1
2160,0,1,0,1,0,0,1,1,0
2161,1,0,1,0,0,1,1,1,1
2162,0,0,0,0,1,1,0,0,0
2163,0,1,1,1,0,1,1,0,1
2164,0,1,1,1,0,1,1,0,1
2165,1,1,0,0,1,1,0,0,0
2166,0,0,0,1,0,1,0,1,1
2167,0,0,0,0,0,0,0,0,0
2168,1,1,1,0,0,1,0,1,1
2169,0,1,1,0,1,1,1,1,0
2170,1,0,1,0,0,0,1,1,0
2171,0,0,0,1,0,0,0,1,0
2172,0,1,1,1,0,0,1,0,0
2173,1,0,0,1,1,0,1,1,1
2174,1,0,1,0,1,0,1,1,1
2175,0,1,1,1,0,0,1,0,0
2176,1,1,1,1,1,0,0,0,1
2177,1,0,1,1,0,1,1,0,1
2178,0,0,0,0,1,1,0,0,0
2179,1,0,1,1,1,0,1,0,1
2180,1,1,0,0,1,0,0,0,1
2181,0,0,1,0,1,0,0,1,1
2182,0,1,0,1,1,1,1,1,0
2183,1,1,0,1,0,0,0,1,0
2184,1,1,0,0,0,0,0,0,0
2185,1,0,0,0,0,1,1,0,1
2186,0,1,0,1,1,1,1,1,0
2187,0,1,0,1,1,1,1,1,0
2188,0,1,0,0,0,1,1,0,1
2189,0,1,1,0,0,0,1,1,0
2190,1,0,0,1,1,0,1,1,1
2191,1,0,1,0,1,0,1,1,1
2192,0,1,0,0,1,0,1,0,1
2193,1,1,1,0,1,0,0,1,1
2194,0,0,0,1,0,0,0,1,0
2195,0,0,0,1,0,0,0,1,0
2196,0,1,1,1,1,1,1,0,0
2197,1,1,0,1,1,0,0,1,1
2198,0,1,0,0,0,0,1,0,0
2199,0,0,1,0,0,0,0,1,0
2200,1,0,1,1,1,1,1,0,0
2201,1,0,1,0,1,1,1,1,0
2202,0,1,0,0,1,1,1,0,0
2203,1,0,1,0,0,0,1,1,0
2204,1,0,1,0,1,1,1,1,0
2205,1,0,0,0,0,1,1,0,1
2206,0,0,0,1,1,0,0,1,1
2207,1,0,0,1,1,0,1,1,1
2208,0,0,1,1,0,0,0,0,0
2209,1,1,0,1,1,1,0,1,0
2210,1,1,1,1,0,1,0,0,1
2211,1,0,1,0,0,0,1,1,0
2212,1,0,1,1,0,1,1,0,1
2213,0,0,1,1,0,0,0,0,0
2214,1,1,1,0,1,0,0,1,1
2215,0,0,0,0,1,0,0,0,1
2216,0,1,0,0,1,1,1,0,0
2217,0,1,0,1,0,0,1,1,0
2218,1,0,1,0,0,1,1,1,1
2219,0,0,1,1,1,0,0,0,1
2220,1,1,0,1,1,1,0,1,0
2221,1,0,0,0,0,0,1,0,0
2222,1,1,0,1,0,0,0,1,0
2223,1,0,1,0,0,1,1,1,1
2224,1,0,0,1,0,1,1,1,1
2225,1,1,0,1,1,0,0,1,1
2226,0,1,1,1,1,1,1,0,0
2227,0,0,1,0,1,1,0,1,0
2228,0,0,0,0,1,1,0,0,0
2229,1,1,0,1,0,1,0,1,1
2230,0,1,0,0,1,1,1,0,0
2231,0,1,0,0,0,0,1,0,0
2232,0,0,0,0,0,0,0,0,0
2233,1,0,0,0,1,1,1,0,0
2234,1,0,1,0,1,1,1,1,0
2235,1,1,1,0,0,1,0,1,1
2236,0,1,0,0,0,1,1,0,1
2237,1,1,1,1,1,1,0,0,0
2238,0,1,1,1,1,1,1,0,0
2239,1,0,0,1,1,0,1,1,1
2240,0,1,0,0,1,0,1,0,1
2241,1,0,1,1,1,0,1,0,1
2242,0,1,0,0,0,1,1,0,1
2243,1,1,1,1,0,0,0,0,0
2244,0,1,0,1,0,0,1,1,0
2245,1,1,0,1,1,0,0,1,1
2246,1,1,0,0,0,0,0,0,0
2247,0,1,0,1,1,1,1,1,0
2248,1,0,1,0,1,0,1,1,1
2249,1,0,1,0,0,1,1,1,1
2250,0,0,0,1,0,1,0,1,1
2251,1,0,1,0,1,1,1,1,0
2252,1,0,0,0,1,1,1,0,0
2253,0,1,0,1,1,1,1,1,0
2254,0,0,0,1,0,1,0,1,1
2255,0,1,0,0,0,0,1,0,0
2256,0,1,0,0,1,0,1,0,1
2257,1,1,1,0,1,0,0,1,1
2258,0,0,0,0,1,1,0,0,0
2259,0,1,0,0,0,1,1,0,1
2260,1,0,0,0,1,1,1,0,0
2261,0,0,0,0,0,0,0,0,0
2262,0,1,1,0,1,0,1,1,1
2263,0,0,1,1,1,1,0,0,0
2264,0,0,1,1,0,1,0,0,1
2265,1,0,0,0,0,0,1,0,0
2266,1,1,1,1,1,0,0,0,1
2267,0,1,0,0,1,1,1,0,0
2268,1,0,1,1,1,0,1,0,1
2269,0,0,0,1,1,1,0,1,0
2270,0,1,0,0,0,0,1,0,0
2271,0,1,1,0,0,0,1,1,0
2272,1,0,0,0,0,1,1,0,1
2273,1,0,1,1,0,1,1,0,1
2274,0,1,0,1,0,1,1,1,1
2275,1,0,1,0,1,0,1,1,1
2276,1,0,1,0,1,1,1,1,0
2277,0,0,1,0,0,1,0,1,1
2278,1,1,0,1,0,1,0,1,1
2279,0,0,0,0,0,0,0,0,0
2280,1,1,1,1,1,0,0,0,1
2281,1,0,0,0,1,0,1,0,1
2282,0,1,0,1,1,1,1,1,0
2283,1,1,1,1,1,0,0,0,1
2284,1,0,0,0,0,1,1,0,1
2285,1,1,1,0,0,0,0,1,0
2286,0,0,1,1,1,0,0,0,1
2287,0,1,0,1,1,0,1,1,1
2288,0,0,1,1,0,1,0,0,1
2289,1,1,1,0,1,0,0,1,1
2290,0,0,0,1,1,1,0,1,0
2291,0,1,0,1,1,0,1,1,1
2292,0,0,1,1,1,0,0,0,1
2293,0,1,1,1,0,1,1,0,1
2294,1,0,0,0,1,0,1,0,1
2295,1,1,0,1,0,1,0,1,1
2296,1,0,1,0,1,1,1,1,0
2297,0,0,1,1,0,0,0,0,0
2298,1,0,0,0,0,0,1,0,0
2299,1,1,0,0,1,1,0,0,0
2300,1,1,1,1,0,1,0,0,1
2301,1,1,1,0,1,0,0,1,1
2302,1,1,0,1,0,1,0,1,1
2303,0,0,1,1,0,1,0,0,1
2304,0,0,1,0,1,1,0,1,0
2305,0,1,0,1,1,1,1,1,0
2306,0,0,1,0,1,1,0,1,0
2307,0,1,0,1,1,0,1,1,1
2308,0,1,0,0,0,1,1,0,1
2309,0,1,1,1,1,0,1,0,1
2310,0,0,1,0,1,0,0,1,1
2311,0,1,0,0,0,0,1,0,0
2312,1,0,1,1,1,1,1,0,0
2313,0,0,0,0,0,0,0,0,0
2314,0,1,0,1,1,1,1,1,0
2315,0,0,1,1,1,0,0,0,1
2316,0,0,0,0,1,0,0,0,1
2317,0,1,0,0,1,0,1,0,1
2318,1,0,0,0,1,1,1,0,0
2319,1,0,0,1,1,1,1,1,0
2320,1,0,1,1,0,0,1,0,0
2321,1,1,0,0,1,1,0,0,0
2322,1,1,0,1,1,1,0,1,0
2323,1,0,0,0,1,1,1,0,0
2324,0,0,1,1,0,1,0,0,1
2325,0,0,0,0,1,1,0,0,0
2326,1,1,0,0,1,1,0,0,0
2327,1,1,0,1,0,1,0,1,1
2328,1,1,0,0,1,0,0,0,1
2329,1,0,1,1,0,0,1,0,0
2330,1,1,0,1,1,1,0,1,0
2331,0,0,0,0,0,0,0,0,0
2332,0,1,1,0,1,0,1,1,1
2333,1,1,1,0,0,1,0,1,1
2334,0,1,1,1,0,1,1,0,1
2335,0,0,1,0,1,1,0,1,0
2336,0,0,1,1,0,1,0,0,1
2337,0,0,1,0,1,0,0,1,1
2338,1,1,1,0,1,0,0,1,1
2339,1,0,1,1,0,0,1,0,0
2340,1,1,0,1,0,0,0,1,0
2341,1,0,1,0,1,1,1,1,0
2342,0,0,1,1,1,0,0,0,1
2343,0,0,1,1,0,1,0,0,1
2344,0,1,0,0,0,0,1,0,0
2345,0,1,1,1,1,1,1,0,0
2346,1,1,1,0,0,1,0,1,1
2347,0,1,1,1,0,1,1,0,1
2348,0,1,1,1,1,0,1,0,1
2349,0,0,1,0,1,1,0,1,0
2350,0,0,1,1,1,0,0,0,1
2351,1,1,0,0,1,1,0,0,0
2352,0,1,0,0,1,0,1,0,1
2353,1,0,1,0,1,1,1,1,0
2354,0,0,1,1,0,1,0,0,1
2355,1,0,0,0,0,1,1,0,1
2356,1,0,1,1,1,0,1,0,1
2357,0,0,0,0,0,0,0,0,0
2358,1,0,1,0,1,0,1,1,1
2359,0,1,0,0,1,1,1,0,0
2360,0,0,1,1,0,0,0,0,0
2361,1,0,0,0,1,0,1,0,1
2362,1,0,0,0,0,1,1,0,1
2363,0,0,0,1,1,0,0,1,1
2364,0,1,1,1,1,1,1,0,0
2365,0,0,1,0,0,1,0,1,1
2366,1,0,0,1,0,0,1,1,0
2367,1,1,0,0,1,0,0,0,1
2368,0,1,0,1,1,0,1,1,1
2369,0,1,1,1,1,0,1,0,1
2370,1,1,0,1,1,0,0,1,1
2371,0,0,0,1,1,1,0,1,0
2372,1,1,1,1,1,1,0,0,0
2373,1,1,0,1,1,0,0,1,1
2374,0,1,0,1,1,0,1,1,1
2375,1,0,1,1,0,1,1,0,1
2376,1,0,0,1,0,0,1,1,0
2377,0,1,1,1,0,0,1,0,0
2378,0,1,0,1,1,0,1,1,1
2379,0,1,0,0,0,0,1,0,0
2380,0,1,1,1,1,1,1,0,0
2381,1,0,1,0,0,0,1,1,0
2382,1,1,1,1,0,0,0,0,0
2383,0,0,1,0,0,0,0,1,0
2384,0,1,0,1,0,0,1,1,0
2385,1,0,1,0,1,0,1,1,1
2386,1,1,1,0,1,0,0,1,1
2387,0,0,0,1,0,1,0,1,1
2388,0,1,1,1,0,0,1,0,0
2389,1,0,1,0,1,1,1,1,0
2390,0,0,1,1,0,1,0,0,1
2391,1,1,0,0,1,1,0,0,0
2392,0,0,0,0,1,1,0,0,0
2393,1,0,1,0,0,0,1,1,0
2394,1,1,0,1,0,1,0,1,1
2395,0,0,1,1,1,1,0,0,0
2396,0,1,0,1,0,1,1,1,1
2397,1,0,1,1,1,1,1,0,0
2398,1,0,0,0,1,0,1,0,1
2399,0,0,1,1,1,0,0,0,1
2400,0,1,0,1,0,1,1,1,1
2401,1,1,0,1,0,0,0,1,0
2402,0,1,0,0,1,0,1,0,1
2403,0,1,0,0,0,0,1,0,0
2404,0,0,1,1,0,0,0,0,0
2405,0,0,1,1,1,0,0,0,1
2406,0,0,1,0,1,1,0,1,0
2407,1,0,1,0,1,1,1,1,0
2408,1,0,1,1,0,0,1,0,0
2409,1,1,1,1,0,1,0,0,1
2410,1,0,0,1,0,0,1,1,0
2411,0,1,0,1,1,0,1,1,1
2412,0,0,0,0,1,0,0,0,1
2413,1,0,0,1,1,0,1,1,1
2414,1,1,0,1,1,1,0,1,0
2415,1,1,1,0,0,1,0,1,1
2416,1,1,1,1,0,0,0,0,0
2417,0,0,1,0,0,0,0,1,0
2418,1,1,1,1,0,0,0,0,0
2419,0,1,0,0,0,1,1,0,1
2420,1,0,1,0,0,0,1,1,0
2421,0,0,1,1,1,0,0,0,1
2422,0,0,0,0,0,1,0,0,1
2423,0,0,0,0,1,0,0,0,1
2424,0,0,0,1,1,1,0,1,0
2425,0,0,1,1,1,1,0,0,0
2426,1,1,0,0,0,0,0,0,0
2427,1,0,1,0,0,1,1,1,1
2428,0,0,1,1,1,1,0,0,0
2429,1,1,1,0,0,1,0,1,1
2430,1,1,0,0,0,0,0,0,0
2431,1,1,0,0,1,0,0,0,1
2432,1,1,0,0,1,1,0,0,0
2433,1,1,0,1,1,1,0,1,0
2434,1,1,1,1,0,0,0,0,0
2435,0,0,1,0,1,0,0,1,1
2436,1,0,0,0,1,1,1,0,0
2437,1,1,0,0,1,1,0,0,0
2438,0,0,0,0,1,1,0,0,0
2439,1,0,1,0,0,1,1,1,1
2440,1,1,0,0,0,1,0,0,1
2441,1,1,0,1,0,0,0,1,0
2442,0,0,1,0,1,1,0,1,0
2443,1,1,1,1,0,1,0,0,1
2444,1,0,0,1,0,1,1,1,1
2445,1,0,0,0,1,1,1,0,0
2446,0,0,0,1,0,0,0,1,0
2447,1,1,0,0,1,0,0,0,1
2448,1,0,0,0,1,0,1,0,1
2449,0,0,1,1,0,0,0,0,0
2450,0,1,0,1,0,1,1,1,1
2451,1,0,1,0,0,1,1,1,1
2452,1,1,1,0,1,1,0,1,0
2453,1,1,0,0,0,0,0,0,0
2454,0,0,1,0,0,0,0,1,0
2455,0,0,0,1,1,0,0,1,1
2456,0,0,0,0,0,0,0,0,0
2457,1,0,0,1,0,1,1,1,1
2458,0,1,0,1,0,1,1,1,1
2459,1,0,1,1,0,1,1,0,1
2460,0,1,1,0,0,1,1,1,1
2461,0,1,0,0,1,1,1,0,0
2462,1,0,0,0,0,1,1,0,1
2463,0,1,0,1,1,0,1,1,1
2464,0,0,1,1,1,1,0,0,0
2465,1,0,1,0,1,1,1,1,0
2466,0,0,0,0,0,0,0,0,0
2467,1,1,1,0,0,1,0,1,1
2468,0,1,1,1,1,0,1,0,1
2469,1,0,1,1,0,1,1,0,1
2470,1,1,0,0,1,0,0,0,1
2471,0,0,1,1,1,1,0,0,0
2472,0,1,1,1,0,1,1,0,1
2473,0,1,0,0,0,1,1,0,1
2474,1,1,0,0,1,0,0,0,1
2475,0,1,0,1,0,0,1,1,0
2476,0,0,0,0,0,0,0,0,0
2477,0,0,0,1,0,0,0,1,0
2478,1,1,0,1,0,1,0,1,1
2479,0,1,0,0,1,1,1,0,0
2480,0,1,0,0,0,1,1,0,1
2481,1,1,1,1,0,1,0,0,1
2482,1,0,0,0,1,0,1,0,1
2483,1,1,1,0,1,1,0,1,0
2484,1,0,1,0,0,0,1,1,0
2485,1,0,1,1,0,1,1,0,1
2486,1,0,1,1,0,1,1,0,1
2487,0,0,0,1,0,1,0,1,1
2488,0,0,0,0,1,1,0,0,0
2489,0,1,0,1,0,0,1,1,0
2490,1,0,0,0,1,0,1,0,1
2491,1,1,1,0,1,0,0,1,1
2492,0,1,1,0,0,0,1,1,0
2493,0,0,0,1,1,0,0,1,1
2494,0,0,1,0,1,1,0,1,0
2495,1,0,0,1,1,1,1,1,0
2496,0,1,1,0,1,0,1,1,1
2497,0,1,0,1,0,1,1,1,1
2498,1,1,1,1,0,1,0,0,1
2499,0,1,0,0,0,0,1,0,0
2500,1,1,0,1,1,1,0,1,0
2501,0,0,1,1,1,0,0,0,1
2502,1,0,0,1,1,1,1,1,0
2503,1,1,0,1,0,1,0,1,1
2504,0,1,1,0,1,0,1,1,1
2505,1,1,1,0,0,0,0,1,0
2506,1,1,0,1,0,0,0,1,0
2507,1,0,1,0,0,1,1,1,1
2508,0,0,0,0,0,1,0,0,1
2509,0,0,1,1,0,0,0,0,0
2510,1,1,0,1,0,0,0,1,0
2511,0,1,0,0,0,0,1,0,0
2512,1,1,0,1,0,1,0,1,1
2513,1,1,0,0,1,1,0,0,0
2514,1,0,0,1,1,0,1,1,1
2515,1,0,0,1,0,0,1,1,0
2516,1,1,0,1,1,1,0,1,0
2517,1,0,0,0,0,1,1,0,1
2518,0,1,1,1,0,0,1,0,0
2519,1,0,0,1,1,1,1,1,0
2520,1,1,1,1,1,1,0,0,0
2521,1,0,1,1,0,0,1,0,0
2522,1,1,0,1,1,1,0,1,0
2523,0,1,1,1,1,0,1,0,1
2524,0,1,1,1,1,1,1,0,0
2525,0,1,0,1,0,0,1,1,0
2526,1,1,0,0,0,0,0,0,0
2527,1,1,0,1,1,0,0,1,1
2528,0,0,1,0,0,1,0,1,1
2529,1,1,1,0,1,1,0,1,0
2530,0,0,0,1,1,0,0,1,1
2531,0,0,0,1,1,1,0,1,0
2532,0,0,1,1,1,1,0,0,0
2533,1,1,0,0,0,1,0,0,1
2534,1,1,1,0,1,0,0,1,1
2535,0,1,0,0,0,1,1,0,1
2536,1,1,1,0,1,1,0,1,0
2537,1,1,0,0,1,0,0,0,1
2538,0,0,1,0,1,0,0,1,1
2539,1,1,0,1,0,1,0,1,1
2540,0,1,0,0,0,0,1,0,0
2541,1,1,0,1,1,1,0,1,0
2542,1,1,0,0,0,0,0,0,0
2543,0,1,1,0,0,0,1,1,0
2544,0,0,0,0,1,1,0,0,0
2545,1,1,1,0,1,1,0,1,0
2546,0,1,0,0,0,0,1,0,0
2547,0,0,1,0,0,0,0,1,0
2548,1,1,0,1,1,1,0,1,0
2549,1,0,1,0,1,1,1,1,0
2550,0,1,0,1,0,1,1,1,1
2551,0,1,1,0,0,1,1,1,1
2552,0,1,0,1,0,1,1,1,1
2553,1,0,0,0,0,1,1,0,1
2554,0,0,0,0,0,1,0,0,1
2555,1,0,0,0,0,1,1,0,1
2556,1,0,0,1,1,0,1,1,1
2557,0,1,0,1,1,1,1,1,0
2558,0,0,1,0,0,0,0,1,0
2559,1,0,1,0,0,0,1,1,0
2560,1,0,1,1,1,1,1,0,0
2561,0,1,1,1,0,1,1,0,1
2562,1,0,0,0,1,0,1,0,1
2563,1,1,0,0,1,0,0,0,1
2564,0,1,1,0,1,0,1,1,1
2565,1,0,0,1,0,1,1,1,1
2566,1,1,1,1,0,1,0,0,1
2567,0,1,1,1,0,1,1,0,1
2568,1,1,0,0,1,1,0,0,0
2569,1,0,0,0,1,0,1,0,1
2570,1,0,1,1,1,0,1,0,1
2571,1,1,0,1,0,0,0,1,0
2572,1,1,0,1,0,0,0,1,0
2573,0,0,0,0,0,0,0,0,0
2574,1,1,0,1,0,1,0,1,1
2575,1,0,1,1,1,0,1,0,1
2576,1,1,1,1,0,1,0,0,1
2577,1,0,0,0,1,1,1,0,0
2578,0,0,0,1,1,0,0,1,1
2579,1,1,1,1,1,0,0,0,1
2580,1,1,1,1,0,0,0,0,0
2581,0,1,0,0,1,1,1,0,0
2582,1,1,1,1,0,0,0,0,0
2583,1,1,1,0,1,1,0,1,0
2584,1,1,0,0,0,1,0,0,1
2585,0,1,1,0,1,0,1,1,1
2586,1,0,0,0,1,0,1,0,1
2587,1,0,0,1,0,1,1,1,1
2588,0,0,1,1,1,1,0,0,0
2589,1,1,0,1,0,0,0,1,0
2590,1,1,1,0,1,1,0,1,0
2591,1,0,0,1,1,0,1,1,1
2592,0,1,1,1,1,1,1,0,0
2593,1,1,0,1,1,1,0,1,0
2594,0,0,0,1,0,1,0,1,1
2595,0,1,0,1,0,1,1,1,1
2596,1,0,0,1,0,1,1,1,1
2597,1,1,1,1,1,0,0,0,1
2598,0,1,0,1,0,0,1,1,0
2599,0,0,0,1,0,0,0,1,0
2600,1,1,0,0,1,0,0,0,1
2601,1,0,0,1,0,0,1,1,0
2602,0,1,1,0,1,0,1,1,1
2603,0,1,1,1,1,0,1,0,1
2604,1,0,0,0,1,0,1,0,1
2605,1,1,1,1,1,0,0,0,1
2606,1,0,0,0,1,0,1,0,1
2607,1,0,1,1,0,0,1,0,0
2608,0,1,0,0,1,1,1,0,0
2609,1,1,1,1,1,0,0,0,1
2610,1,1,1,1,0,1,0,0,1
2611,0,1,0,0,1,1,1,0,0
2612,1,1,1,0,0,0,0,1,0
2613,1,1,1,1,1,0,0,0,1
2614,0,1,1,0,0,0,1,1,0
2615,0,0,1,1,1,0,0,0,1
2616,1,1,0,0,1,1,0,0,0
2617,0,1,1,0,0,1,1,1,1
2618,1,0,1,0,1,1,1,1,0
2619,1,1,1,1,1,0,0,0,1
2620,1,0,0,0,0,0,1,0,0
2621,1,0,0,1,0,0,1,1,0
2622,0,0,0,1,0,1,0,1,1
2623,0,1,1,0,0,1,1,1,1
2624,0,1,0,0,1,1,1,0,0
2625,0,0,0,0,1,0,0,0,1
2626,1,0,1,1,1,0,1,0,1
2627,1,0,1,0,0,0,1,1,0
2628,0,1,1,1,0,1,1,0,1
2629,0,0,1,1,1,0,0,0,1
2630,1,1,0,0,0,0,0,0,0
2631,1,0,1,1,0,0,1,0,0
2632,0,1,0,1,0,1,1,1,1
2633,1,0,1,1,1,1,1,0,0
2634,0,0,1,1,1,0,0,0,1
2635,1,1,1,1,1,1,0,0,0
2636,1,1,0,1,0,0,0,1,0
2637,1,0,1,0,1,1,1,1,0
2638,0,1,0,0,1,1,1,0,0
2639,0,1,0,0,0,0,1,0,0
2640,0,0,0,1,0,0,0,1,0
2641,0,0,1,1,1,1,0,0,0
2642,1,0,1,0,0,0,1,1,0
2643,0,1,0,1,0,1,1,1,1
2644,1,1,0,0,0,1,0,0,1
2645,1,1,1,0,0,0,0,1,0
2646,1,0,0,0,0,0,1,0,0
2647,1,1,1,1,0,1,0,0,1
2648,0,0,1,1,0,0,0,0,0
2649,1,0,1,1,1,1,1,0,0
2650,0,0,0,0,1,0,0,0,1
2651,0,1,1,0,0,0,1,1,0
2652,0,1,1,0,0,1,1,1,1
2653,1,0,0,0,0,0,1,0,0
2654,0,0,1,0,1,0,0,1,1
2655,0,0,1,0,0,0,0,1,0
2656,0,1,0,1,0,1,1,1,1
2657,0,1,1,1,0,0,1,0,0
2658,1,0,0,0,1,0,1,0,1
2659,1,0,1,0,0,1,1,1,1
2660,1,1,0,1,1,0,0,1,1
2661,1,0,1,0,0,0,1,1,0
2662,1,0,0,1,0,0,1,1,0
2663,1,0,1,0,1,0,1,1,1
2664,1,0,1,0,1,1,1,1,0
2665,0,0,1,0,0,1,0,1,1
2666,0,0,1,0,0,1,0,1,1
2667,0,0,0,0,1,1,0,0,0
2668,0,0,1,0,0,1,0,1,1
2669,1,0,0,0,1,1,1,0,0
2670,0,0,1,1,1,1,0,0,0
2671,1,0,0,1,0,1,1,1,1
2672,1,0,0,0,0,0,1,0,0
2673,1,1,0,0,0,1,0,0,1
2674,0,1,1,1,1,1,1,0,0
2675,0,0,1,0,1,1,0,1,0
2676,0,0,0,0,0,1,0,0,1
2677,0,1,1,0,1,0,1,1,1
2678,0,1,0,0,0,0,1,0,0
2679,0,0,0,0,1,1,0,0,0
2680,0,1,0,0,0,1,1,0,1
2681,0,0,0,1,1,1,0,1,0
2682,1,0,0,1,1,0,1,1,1
2683,1,1,0,0,0,0,0,0,0
2684,1,0,0,0,1,1,1,0,0
2685,1,1,0,0,0,1,0,0,1
2686,0,0,0,1,1,0,0,1,1
2687,0,1,1,0,0,1,1,1,1
2688,0,0,1,1,1,0,0,0,1
2689,1,0,0,0,0,0,1,0,0
2690,1,1,1,0,1,1,0,1,0
2691,0,0,0,1,0,1,0,1,1
2692,1,1,1,1,0,1,0,0,1
2693,1,1,1,0,0,1,0,1,1
2694,0,1,0,0,1,1,1,0,0
2695,0,0,1,0,0,1,0,1,1
2696,1,1,1,1,1,0,0,0,1
2697,1,1,1,1,1,1,0,0,0
2698,0,1,0,1,0,1,1,1,1
2699,0,1,1,0,0,0,1,1,0
2700,0,0,0,0,0,0,0,0,0
2701,1,1,0,1,0,0,0,1,0
2702,1,1,1,1,1,0,0,0,1
